2016-01-01 00:11:00,18.3008184759
2016-01-01 01:11:00,74.2709850458
2016-01-01 02:11:00,43.7972545822
2016-01-01 03:11:00,62.7439675155
2016-01-01 04:11:00,96.8450586192
2016-01-01 05:11:00,65.8180095834
2016-01-01 06:11:00,97.039222658
2016-01-01 07:11:00,78.3726700146
2016-01-01 08:11:00,101.9445944436
2016-01-01 09:11:00,5.5891459951
2016-01-01 10:11:00,15.3766957444
2016-01-01 11:11:00,2.665333194
2016-01-01 12:11:00,66.9826788506
2016-01-01 13:11:00,36.2072312543
2016-01-01 14:11:00,80.3779636543
2016-01-01 15:11:00,57.610937667900004
2016-01-01 16:11:00,50.3559179713
2016-01-01 17:11:00,127.5864628115
2016-01-01 18:11:00,68.6410610859
2016-01-01 19:11:00,44.4741472825
2016-01-01 20:11:00,7.9260643075
2016-01-01 21:11:00,90.9510145313
2016-01-01 22:11:00,81.8702107326
2016-01-01 23:11:00,3.9932715175
2016-01-02 00:11:00,39.9527429721
2016-01-02 01:11:00,54.5763096885
2016-01-02 02:11:00,17.0758197632
2016-01-02 03:11:00,34.8784347374
2016-01-02 04:11:00,98.9117136146
2016-01-02 05:11:00,16.1601814791
2016-01-02 06:11:00,64.2350536075
2016-01-02 07:11:00,117.7510937384
2016-01-02 08:11:00,21.7904082678
2016-01-02 09:11:00,28.1742680834
2016-01-02 10:11:00,53.7973090789
2016-01-02 11:11:00,65.1305193916
2016-01-02 12:11:00,60.6607332059
2016-01-02 13:11:00,12.256323654100001
2016-01-02 14:11:00,16.3293485386
2016-01-02 15:11:00,49.3620960364
2016-01-02 16:11:00,33.3846015631
2016-01-02 17:11:00,88.9517183603
2016-01-02 18:11:00,33.1991606549
2016-01-02 19:11:00,31.3670623666
2016-01-02 20:11:00,116.1046303845
2016-01-02 21:11:00,42.3791210304
2016-01-02 22:11:00,8.0744290387
2016-01-02 23:11:00,45.4049476746
2016-01-03 00:11:00,36.6233504417
2016-01-03 01:11:00,72.63742738
2016-01-03 02:11:00,62.7953611967
2016-01-03 03:11:00,32.7963362623
2016-01-03 04:11:00,30.8195752253
2016-01-03 05:11:00,25.2510362192
2016-01-03 06:11:00,97.0437309503
2016-01-03 07:11:00,122.4266829172
2016-01-03 08:11:00,43.299864054
2016-01-03 09:11:00,67.0516798037
2016-01-03 10:11:00,59.2212006855
2016-01-03 11:11:00,25.9520127929
2016-01-03 12:11:00,25.5244892509
2016-01-03 13:11:00,27.1199185687
2016-01-03 14:11:00,27.9581421756
2016-01-03 15:11:00,16.5805667448
