2022-01-01,63186.37879786565
2022-01-02,63186.37879786565
2022-01-03,144580.02859334135
2022-01-04,144580.02859334135
2022-01-05,144580.02859334135
2022-01-06,144580.02859334135
2022-01-07,144580.02859334135
2022-01-08,63186.37879786565
2022-01-09,63186.37879786565
2022-01-10,144580.02859334135
2022-01-11,144580.02859334135
2022-01-12,144580.02859334135
2022-01-13,144580.02859334135
2022-01-14,144580.02859334135
2022-01-15,63186.37879786565
2022-01-16,63186.37879786565
2022-01-17,144580.02859334135
2022-01-18,144580.02859334135
2022-01-19,144580.02859334135
2022-01-20,144580.02859334135
2022-01-21,144580.02859334135
2022-01-22,63186.37879786565
2022-01-23,63186.37879786565
2022-01-24,144580.02859334135
2022-01-25,144580.02859334135
2022-01-26,144580.02859334135
2022-01-27,144580.02859334135
2022-01-28,144580.02859334135
2022-01-29,63186.37879786565
2022-01-30,63186.37879786565
2022-01-31,144580.02859334135
2022-02-01,146847.48929879276
2022-02-02,146847.48929879276
2022-02-03,146847.48929879276
2022-02-04,146847.48929879276
2022-02-05,64177.33607210239
2022-02-06,64177.33607210239
2022-02-07,146847.48929879276
2022-02-08,146847.48929879276
2022-02-09,146847.48929879276
2022-02-10,146847.48929879276
2022-02-11,146847.48929879276
2022-02-12,64177.33607210239
2022-02-13,64177.33607210239
2022-02-14,146847.48929879276
2022-02-15,146847.48929879276
2022-02-16,146847.48929879276
2022-02-17,146847.48929879276
2022-02-18,146847.48929879276
2022-02-19,64177.33607210239
2022-02-20,64177.33607210239
2022-02-21,146847.48929879276
2022-02-22,146847.48929879276
2022-02-23,146847.48929879276
2022-02-24,146847.48929879276
2022-02-25,146847.48929879276
2022-02-26,64177.33607210239
2022-02-27,64177.33607210239
2022-02-28,146847.48929879276
2022-03-01,123594.55412522797
2022-03-02,123594.55412522797
2022-03-03,123594.55412522797
2022-03-04,123594.55412522797
2022-03-05,54015.014316227825
2022-03-06,54015.014316227825
2022-03-07,123594.55412522797
2022-03-08,123594.55412522797
2022-03-09,123594.55412522797
2022-03-10,123594.55412522797
2022-03-11,123594.55412522797
2022-03-12,54015.014316227825
2022-03-13,54015.014316227825
2022-03-14,123594.55412522797
2022-03-15,123594.55412522797
2022-03-16,123594.55412522797
2022-03-17,123594.55412522797
2022-03-18,123594.55412522797
2022-03-19,54015.014316227825
2022-03-20,54015.014316227825
2022-03-21,123594.55412522797
2022-03-22,123594.55412522797
2022-03-23,123594.55412522797
2022-03-24,123594.55412522797
2022-03-25,123594.55412522797
2022-03-26,54015.014316227825
2022-03-27,54015.014316227825
2022-03-28,123594.55412522797
2022-03-29,123594.55412522797
2022-03-30,123594.55412522797
2022-03-31,123594.55412522797
2022-04-01,121697.56172466703
2022-04-02,53185.964263017115
2022-04-03,53185.964263017115
2022-04-04,121697.56172466703
